dataId, x, y, latitude, longitude, zone
08cc6129d851af93f6c2350a1a678616, 554425.63016595, 4176085.58508450, 37.73042739, -122.38235635, 10S
08cc6129d851af93f6c2350a1a678616, 554399.97756728, 4176021.01478688, 37.72984695, -122.38265228, 10S
08cc6129d851af93f6c2350a1a678616, 554397.28122270, 4175995.25964519, 37.72961499, -122.38268481, 10S
08cc6129d851af93f6c2350a1a678616, 554397.15836004, 4175972.03554464, 37.72940568, -122.38268794, 10S
08cc6129d851af93f6c2350a1a678616, 554407.87655243, 4175936.12015704, 37.72908135, -122.38256900, 10S
08cc6129d851af93f6c2350a1a678616, 554431.05859330, 4175905.49995315, 37.72880400, -122.38230823, 10S
08cc6129d851af93f6c2350a1a678616, 554451.70413075, 4175885.07560179, 37.72861869, -122.38207549, 10S
08cc6129d851af93f6c2350a1a678616, 554493.38008140, 4175854.52735967, 37.72834088, -122.38160486, 10S
08cc6129d851af93f6c2350a1a678616, 554521.78418845, 4175834.10433584, 37.72815512, -122.38128407, 10S
08cc6129d851af93f6c2350a1a678616, 554550.57380851, 4175818.65840418, 37.72801420, -122.38095854, 10S
08cc6129d851af93f6c2350a1a678616, 554620.84205042, 4175796.10751723, 37.72780676, -122.38016287, 10S
08cc6129d851af93f6c2350a1a678616, 554667.46653912, 4175788.57301268, 37.72773607, -122.37963438, 10S
08cc6129d851af93f6c2350a1a678616, 554716.51355211, 4175786.25342771, 37.72771223, -122.37907799, 10S
08cc6129d851af93f6c2350a1a678616, 554838.02076465, 4175786.99478432, 37.72771165, -122.37769915, 10S
08cc6129d851af93f6c2350a1a678616, 554907.66218785, 4175795.01118549, 37.72777972, -122.37690830, 10S
08cc6129d851af93f6c2350a1a678616, 554951.77479081, 4175798.08276723, 37.72780476, -122.37640751, 10S
08cc6129d851af93f6c2350a1a678616, 554988.14368468, 4175803.60265039, 37.72785232, -122.37599440, 10S
08cc6129d851af93f6c2350a1a678616, 555024.52256493, 4175814.12211795, 37.72794495, -122.37558080, 10S
08cc6129d851af93f6c2350a1a678616, 555104.47395275, 4175850.59177470, 37.72826883, -122.37467079, 10S
08cc6129d851af93f6c2350a1a678616, 555125.07576319, 4175871.29385260, 37.72845417, -122.37443544, 10S
08cc6129d851af93f6c2350a1a678616, 555150.50377900, 4175892.13287196, 37.72864046, -122.37414532, 10S
08cc6129d851af93f6c2350a1a678616, 555168.19934209, 4175910.48542050, 37.72880480, -122.37394313, 10S
08cc6129d851af93f6c2350a1a678616, 555173.17847953, 4175923.39519826, 37.72892085, -122.37388565, 10S
08cc6129d851af93f6c2350a1a678616, 555178.40816586, 4175928.48902278, 37.72896645, -122.37382592, 10S
08cc6129d851af93f6c2350a1a678616, 555181.12761543, 4175936.44922647, 37.72903803, -122.37379445, 10S
08cc6129d851af93f6c2350a1a678616, 555194.01461877, 4175946.89755252, 37.72913142, -122.37364742, 10S
08cc6129d851af93f6c2350a1a678616, 555201.98593249, 4175962.23284924, 37.72926915, -122.37355580, 10S
08cc6129d851af93f6c2350a1a678616, 555227.57749827, 4176001.14954343, 37.72961836, -122.37326244, 10S
08cc6129d851af93f6c2350a1a678616, 555242.74930219, 4176037.28341610, 37.72994311, -122.37308753, 10S
08cc6129d851af93f6c2350a1a678616, 555260.30680373, 4176107.16001766, 37.73057183, -122.37288299, 10S
08cc6129d851af93f6c2350a1a678616, 555257.16532677, 4176158.89423853, 37.73103829, -122.37291470, 10S
08cc6129d851af93f6c2350a1a678616, 555218.17428770, 4176228.21677499, 37.73166543, -122.37335190, 10S
08cc6129d851af93f6c2350a1a678616, 555189.40172257, 4176256.32610487, 37.73192051, -122.37367628, 10S
08cc6129d851af93f6c2350a1a678616, 555147.47185102, 4176279.25496842, 37.73212969, -122.37415036, 10S
08cc6129d851af93f6c2350a1a678616, 555121.53943484, 4176286.69644799, 37.73219832, -122.37444408, 10S
08cc6129d851af93f6c2350a1a678616, 555090.54607133, 4176299.48743166, 37.73231547, -122.37479482, 10S
08cc6129d851af93f6c2350a1a678616, 555072.56706336, 4176299.46930332, 37.73231638, -122.37499885, 10S
08cc6129d851af93f6c2350a1a678616, 555028.31365040, 4176304.35496282, 37.73236308, -122.37550067, 10S
08cc6129d851af93f6c2350a1a678616, 554971.65289663, 4176303.99973823, 37.73236328, -122.37614369, 10S
08cc6129d851af93f6c2350a1a678616, 554948.47565948, 4176298.78880984, 37.73231771, -122.37640710, 10S
08cc6129d851af93f6c2350a1a678616, 554922.44233142, 4176285.59647768, 37.73220037, -122.37670352, 10S
08cc6129d851af93f6c2350a1a678616, 554878.60922183, 4176272.48426332, 37.73208482, -122.37720193, 10S
08cc6129d851af93f6c2350a1a678616, 554814.33574107, 4176248.85356930, 37.73187570, -122.37793309, 10S
08cc6129d851af93f6c2350a1a678616, 554762.27017346, 4176240.89888369, 37.73180712, -122.37852453, 10S
08cc6129d851af93f6c2350a1a678616, 554687.43348420, 4176224.87083924, 37.73166714, -122.37937498, 10S
08cc6129d851af93f6c2350a1a678616, 554651.36794749, 4176214.41754514, 37.73157508, -122.37978504, 10S
08cc6129d851af93f6c2350a1a678616, 554581.73043572, 4176190.78020759, 37.73136619, -122.38057706, 10S
08cc6129d851af93f6c2350a1a678616, 554527.55121844, 4176169.71937355, 37.73117961, -122.38119346, 10S
08cc6129d851af93f6c2350a1a678616, 554512.21348610, 4176161.93089269, 37.73111032, -122.38136810, 10S
