dataId, x, y, latitude, longitude, zone
95ad3d076892c7dc8aa6dee947be165b, 553938.63966810, 4175009.18631329, 37.72075484, -122.38796246, 10S
95ad3d076892c7dc8aa6dee947be165b, 553937.29602321, 4175010.63480448, 37.72076797, -122.38797760, 10S
95ad3d076892c7dc8aa6dee947be165b, 553934.56927684, 4175011.20218872, 37.72077325, -122.38800850, 10S
95ad3d076892c7dc8aa6dee947be165b, 553922.43383033, 4174997.51634982, 37.72065062, -122.38814720, 10S
95ad3d076892c7dc8aa6dee947be165b, 553923.96650577, 4174989.05564780, 37.72057427, -122.38813044, 10S
95ad3d076892c7dc8aa6dee947be165b, 553947.77370473, 4174974.34627747, 37.72044030, -122.38786141, 10S
95ad3d076892c7dc8aa6dee947be165b, 553971.66198469, 4174965.64544086, 37.72036047, -122.38759101, 10S
95ad3d076892c7dc8aa6dee947be165b, 553984.89727110, 4174962.55625146, 37.72033185, -122.38744107, 10S
95ad3d076892c7dc8aa6dee947be165b, 553995.86774593, 4174961.84408058, 37.72032478, -122.38731665, 10S
95ad3d076892c7dc8aa6dee947be165b, 553998.42851207, 4174967.65009879, 37.72037696, -122.38728716, 10S
95ad3d076892c7dc8aa6dee947be165b, 553988.94056031, 4174978.55288316, 37.72047578, -122.38739401, 10S
95ad3d076892c7dc8aa6dee947be165b, 553968.33645297, 4174996.99581957, 37.72064322, -122.38762642, 10S
95ad3d076892c7dc8aa6dee947be165b, 553947.06762108, 4175009.34983813, 37.72075582, -122.38786682, 10S
95ad3d076892c7dc8aa6dee947be165b, 553932.54055388, 4175010.71216443, 37.72076895, -122.38803155, 10S

67f685049c2092975ce827bbc54e8cd9, 554062.94400138, 4174997.04644022, 37.72063810, -122.38655297, 10S
67f685049c2092975ce827bbc54e8cd9, 554050.97571817, 4175004.18324724, 37.72070313, -122.38668823, 10S
67f685049c2092975ce827bbc54e8cd9, 554045.36496767, 4175006.77694308, 37.72072683, -122.38675170, 10S
67f685049c2092975ce827bbc54e8cd9, 554002.42581798, 4175031.93082351, 37.72095607, -122.38723703, 10S
67f685049c2092975ce827bbc54e8cd9, 553984.34694655, 4175043.41659542, 37.72106066, -122.38744131, 10S
67f685049c2092975ce827bbc54e8cd9, 553972.42949301, 4175046.67086960, 37.72109069, -122.38757629, 10S
67f685049c2092975ce827bbc54e8cd9, 553964.88229068, 4175040.78990958, 37.72103813, -122.38766236, 10S
67f685049c2092975ce827bbc54e8cd9, 553965.11791014, 4175038.24924891, 37.72101522, -122.38765988, 10S
67f685049c2092975ce827bbc54e8cd9, 553968.11190709, 4175025.19642461, 37.72089740, -122.38762687, 10S
67f685049c2092975ce827bbc54e8cd9, 553977.89675786, 4175015.40637757, 37.72080859, -122.38751658, 10S
67f685049c2092975ce827bbc54e8cd9, 553990.02364861, 4175006.45825171, 37.72072723, -122.38737965, 10S
67f685049c2092975ce827bbc54e8cd9, 554045.11080792, 4174970.03561689, 37.72039571, -122.38675731, 10S
67f685049c2092975ce827bbc54e8cd9, 554062.86034928, 4174962.24362625, 37.72032443, -122.38655650, 10S
67f685049c2092975ce827bbc54e8cd9, 554100.05521995, 4174950.92326108, 37.72022020, -122.38613532, 10S
67f685049c2092975ce827bbc54e8cd9, 554141.16553212, 4174944.09141796, 37.72015620, -122.38566938, 10S
67f685049c2092975ce827bbc54e8cd9, 554146.64332694, 4174942.88048988, 37.72014496, -122.38560732, 10S
